input;output;description;hook;Structure
{"NPCs":{"Brother Aldric":{"Name":"Brother Aldric","Role":"Priest","CurrentLocation":"Verdant Hollow","HomeLocation":"Verdant Hollow","Faction":null,"Relations":[{"Target":"Varen the Wanderer","Favorability":30},{"Target":"Sister Miriam","Favorability":40}]}},"Locations":{"Verdant Hollow":{"Name":"Verdant Hollow","Enemies":["Verdant Hollow Wolf","Forest Boar"],"Resources":["Mire Herb","Travel Rations","Healing Salve"]}},"Enemies":{"Verdant Hollow Wolf":{"Name":"Verdant Hollow Wolf","Loot":["Bear Pelt","Travel Rations"],"NamePlural":"Verdant Hollow Wolves"}},"Player":{"NPCRelations":[{"Target":"Brother Aldric","Favorability":30}]}};{"Quest":{"Name":"Wolves in the Hollow","Giver":"Brother Aldric","Actions":["goto Verdant Hollow","damage Verdant Hollow Wolf","goto Verdant Hollow","report Brother Aldric"]}};"Brother Aldric is worried about the increasing number of wolf attacks on the outskirts of Verdant Hollow. He needs someone to thin the pack before they start preying on travelers and farmers. Head to the Verdant Hollow and drive off or wound the wolves there.";"Ah Varen a moment of your time. The wolves in the Verdant Hollow have grown bold. They've been stalking the woods and I fear for the safety of those who travel to my shrine. Could you go and teach those beasts to fear men again?";Attack threatening entities
{"NPCs":{"Lena Copperkettle":{"Name":"Lena Copperkettle","Role":"Merchant","CurrentLocation":"Crossroads Market","HomeLocation":"Crossroads Market","Faction":"Stoutheart Trading Co.","Relations":[{"Target":"Varen the Wanderer","Favorability":15},{"Target":"Stoutheart Trading Co.","Favorability":50}]}},"Factions":{"Stoutheart Trading Co.":{"Name":"Stoutheart Trading Co.","Relations":[{"Target":"Varen the Wanderer","Favorability":20}]}},"Locations":{"Emberstone Mines":{"Name":"Emberstone Mines","Enemies":["Emberstone Cave Spider","Cave Bat","Rogue Automaton"],"Resources":["Emberstone Ore","Iron Ingot","Spider Silk"]},"Crossroads Market":{"Name":"Crossroads Market","Enemies":["Crossroads Brigand","Stoutheart Enforcer"],"Resources":["Gold Crown","Travel Rations","Merchant's Ledger"]}},"Enemies":{"Emberstone Cave Spider":{"Name":"Emberstone Cave Spider","Loot":["Spider Silk"],"NamePlural":"Emberstone Cave Spiders"}},"Items":{"Spider Silk":{"Name":"Spider Silk","Type":"Ingredient"}},"Player":{"NPCRelations":[{"Target":"Lena Copperkettle","Favorability":15}],"FactionRelations":[{"Target":"Stoutheart Trading Co.","Favorability":20}]}};{"Quest":{"Name":"Spider Silk Harvest","Giver":"Lena Copperkettle","Actions":["goto Emberstone Mines","damage Emberstone Cave Spider","goto Crossroads Market","report Lena Copperkettle"]}};"The Stoutheart Trading Co. needs a steady supply of spider silk for crafting fine garments and bowstrings. Lena Copperkettle has a contract out for anyone willing to clear out some of the aggressive Cave Spiders in the Emberstone Mines whose webbing is particularly strong.";"I'd do it myself but I'm swamped with ledgers. The Emberstone spiders are a menace but their silk sells for a pretty crown. Head down there thin their numbers a bit and I'll make it worth your while.";Attack threatening entities
{"NPCs":{"Cyrus Saltwind":{"Name":"Cyrus Saltwind","Role":"Merchant","CurrentLocation":"Port Azure","HomeLocation":"Port Azure","Faction":"Stoutheart Trading Co.","Relations":[{"Target":"Varen the Wanderer","Favorability":15},{"Target":"Stoutheart Trading Co.","Favorability":50},{"Target":"Shadowmere Syndicate","Favorability":0}]}},"Factions":{"Stoutheart Trading Co.":{"Name":"Stoutheart Trading Co.","Relations":[{"Target":"Varen the Wanderer","Favorability":20}]}},"Locations":{"Port Azure":{"Name":"Port Azure","Enemies":["Port Azure Pirate","Syndicate Cutthroat"],"Resources":["Shadowmere Coinpurse","Steel Dagger","Stoutheart Brandy"]}},"Enemies":{"Port Azure Pirate":{"Name":"Port Azure Pirate","Loot":["Steel Dagger","Shadowmere Coinpurse","Stoutheart Brandy"],"NamePlural":"Port Azure Pirates"}},"Player":{"NPCRelations":[{"Target":"Cyrus Saltwind","Favorability":15}]}};{"Quest":{"Name":"The Portside Menace","Giver":"Cyrus Saltwind","Actions":["goto Port Azure","damage Port Azure Pirate","goto Port Azure","report Cyrus Saltwind"]}};"Pirates have been getting bolder harassing the docks and making it difficult for honest merchants like Cyrus Saltwind to move cargo. He wants you to go down to the docks and rough up a few of the pirates loitering around the warehouses to send a message.";"A word friend. These damned pirates are costing me a fortune in 'insurance' and lost goods. The Sentinels are too slow. Go to the docks and knock a few of their heads together. Show them Port Azure isn't their personal coinpurse.";Attack threatening entities
{"NPCs":{"Kaelen Stoutheart":{"Name":"Kaelen Stoutheart","Role":"Merchant","CurrentLocation":"Crossroads Market","HomeLocation":"Crossroads Market","Faction":"Stoutheart Trading Co.","OwnedItems":{"Merchant's Ledger":1},"Relations":[{"Target":"Varen the Wanderer","Favorability":22},{"Target":"Sera Quickfingers","Favorability":-15}]},"Sera Quickfingers":{"Name":"Sera Quickfingers","Role":"Thief","CurrentLocation":"Port Azure","HomeLocation":"Port Azure","Faction":"Shadowmere Syndicate","OwnedItems":{"Lockpick Set":1,"Steel Dagger":1,"Shadowmere Coinpurse":3,"Thieves' Tools":1},"Relations":[{"Target":"Varen the Wanderer","Favorability":-25},{"Target":"Shadowmere Syndicate","Favorability":45}]}},"Factions":{"Stoutheart Trading Co.":{"Name":"Stoutheart Trading Co.","Relations":[{"Target":"Varen the Wanderer","Favorability":20}]},"Shadowmere Syndicate":{"Name":"Shadowmere Syndicate","Relations":[{"Target":"Varen the Wanderer","Favorability":-30}]}},"Locations":{"Port Azure":{"Name":"Port Azure"},"Crossroads Market":{"Name":"Crossroads Market"}},"Items":{"Merchant's Ledger":{"Name":"Merchant's Ledger","Type":"Key"}},"Player":{"NPCRelations":[{"Target":"Kaelen Stoutheart","Favorability":22},{"Target":"Sera Quickfingers","Favorability":-25}],"FactionRelations":[{"Target":"Stoutheart Trading Co.","Favorability":20},{"Target":"Shadowmere Syndicate","Favorability":-30}]}};{"Quest":{"Name":"Lost Ledger","Giver":"Kaelen Stoutheart","Actions":["goto Port Azure","stealth Sera Quickfingers","take Merchant's Ledger","goto Crossroads Market","give Merchant's Ledger Kaelen Stoutheart"]}};"Kaelen Stoutheart's personal ledger has gone missing. It contains sensitive information about trade routes and debts that could ruin him if it fell into the wrong hands. He suspects Sera Quickfingers a halfling thief with the Shadowmere Syndicate stole it to sell to a competitor. He needs it back quietly.";"Varen I have a... delicate problem. My ledger has vanished. I have a strong suspicion a light-fingered halfling named Sera Quickfingers made off with it. I need that ledger back no questions asked. It's worth a hefty sum to me and my silence.";Recover stolen item
{"NPCs":{"Thorn Briarwood":{"Name":"Thorn Briarwood","Role":"Ranger","CurrentLocation":"Ravenwood Forest","HomeLocation":"Ravenwood Forest","Faction":"The Verdant Circle","OwnedItems":{"Verdant Amulet":1},"Relations":[{"Target":"Varen the Wanderer","Favorability":42},{"Target":"The Verdant Circle","Favorability":50},{"Target":"Nyx Shadowmere","Favorability":-40}]},"Nyx Shadowmere":{"Name":"Nyx Shadowmere","Role":"Thief","CurrentLocation":"Shadowfen Swamp","HomeLocation":"Port Azure","Faction":"Shadowmere Syndicate","OwnedItems":{"Steel Dagger":1,"Shadowmere Coinpurse":20,"Enchanted Ring":1,"Ancient Key":1},"Relations":[{"Target":"Varen the Wanderer","Favorability":-50},{"Target":"Shadowmere Syndicate","Favorability":50},{"Target":"Thorn Briarwood","Favorability":-40}]}},"Factions":{"The Verdant Circle":{"Name":"The Verdant Circle","DefaultLocation":"Ravenwood Forest","Relations":[{"Target":"Varen the Wanderer","Favorability":40},{"Target":"Shadowmere Syndicate","Favorability":-15}]},"Shadowmere Syndicate":{"Name":"Shadowmere Syndicate","Relations":[{"Target":"Varen the Wanderer","Favorability":-30},{"Target":"The Verdant Circle","Favorability":-15}]}},"Locations":{"Shadowfen Swamp":{"Name":"Shadowfen Swamp"},"Ravenwood Forest":{"Name":"Ravenwood Forest"}},"Items":{"Verdant Amulet":{"Name":"Verdant Amulet","Type":"Artifact"}},"Player":{"NPCRelations":[{"Target":"Thorn Briarwood","Favorability":42},{"Target":"Nyx Shadowmere","Favorability":-50}],"FactionRelations":[{"Target":"The Verdant Circle","Favorability":40},{"Target":"Shadowmere Syndicate","Favorability":-30}]}};{"Quest":{"Name":"The Stolen Amulet","Giver":"Thorn Briarwood","Actions":["goto Shadowfen Swamp","stealth Nyx Shadowmere","take Verdant Amulet","goto Ravenwood Forest","give Verdant Amulet Thorn Briarwood"]}};"A sacred Verdant Amulet was taken from the Ravenwood Forest. Thorn Briarwood tracked it to the Shadowfen Swamp and believes the notorious thief Nyx Shadowmere has it in her possession. Recovering this artifact is of great importance to the Circle.";"One of our circle's most potent amulets has been stolen. It festers in the swamp now in the grasp of a shadow named Nyx. Its power is not meant for her kind. Retrieve it for us and you will earn the Circle's deep gratitude.";Recover stolen item
{"NPCs":{"Borin Ironfoot":{"Name":"Borin Ironfoot","Role":"Blacksmith","CurrentLocation":"Ironhelm Keep","HomeLocation":"Ironhelm Keep","Faction":"The Iron Sentinels","OwnedItems":{"Iron Ingot":12,"Iron Helm":1},"Relations":[{"Target":"Varen the Wanderer","Favorability":25},{"Target":"Viktor Blackvein","Favorability":-20}]},"Viktor Blackvein":{"Name":"Viktor Blackvein","Role":"Blacksmith","CurrentLocation":"Emberstone Mines","HomeLocation":"Emberstone Mines","Faction":null,"OwnedItems":{"Emberstone Ore":25,"Iron Ingot":8},"Relations":[{"Target":"Varen the Wanderer","Favorability":-10},{"Target":"Borin Ironfoot","Favorability":-20}]}},"Factions":{"The Iron Sentinels":{"Name":"The Iron Sentinels","Relations":[{"Target":"Varen the Wanderer","Favorability":15}]}},"Locations":{"Emberstone Mines":{"Name":"Emberstone Mines"},"Ironhelm Keep":{"Name":"Ironhelm Keep"}},"Items":{"Emberstone Ore":{"Name":"Emberstone Ore","Type":"Ingredient"}},"Player":{"NPCRelations":[{"Target":"Borin Ironfoot","Favorability":25},{"Target":"Viktor Blackvein","Favorability":-10}]}};{"Quest":{"Name":"Blackvein's Ore","Giver":"Borin Ironfoot","Actions":["goto Emberstone Mines","stealth Viktor Blackvein","take Emberstone Ore","goto Ironhelm Keep","give Emberstone Ore Borin Ironfoot"]}};"Borin Ironfoot swears that a particularly pure vein of Emberstone Ore was mined right out from under his claim by that scheming no-good dwarf Viktor Blackvein. He wants you to sneak into Viktor's stash in the Emberstone Mines and take back what's rightfully his.";"That rock-licking claim-jumping son of a kobold Viktor Blackvein! He stole a whole cart of prime Emberstone Ore from my claim! I can't prove it to the guild but I know it was him. Get it back for me and there's a fair share of ingots in it for you.";Recover stolen item
{"NPCs":{"Fiora Goldleaf":{"Name":"Fiora Goldleaf","Role":"Merchant","CurrentLocation":"Crossroads Market","HomeLocation":"Crossroads Market","Faction":"Stoutheart Trading Co.","Relations":[{"Target":"Varen the Wanderer","Favorability":20},{"Target":"Stoutheart Trading Co.","Favorability":50}]},"Captain Valeria Stone":{"Name":"Captain Valeria Stone","Role":"GuardCaptain","CurrentLocation":"Ironhelm Keep","Faction":"The Iron Sentinels","Relations":[{"Target":"Varen the Wanderer","Favorability":18}]}},"Factions":{"The Iron Sentinels":{"Name":"The Iron Sentinels","DefaultLocation":"Ironhelm Keep","Relations":[{"Target":"Varen the Wanderer","Favorability":15},{"Target":"Stoutheart Trading Co.","Favorability":20}]},"Stoutheart Trading Co.":{"Name":"Stoutheart Trading Co.","Relations":[{"Target":"Varen the Wanderer","Favorability":20},{"Target":"The Iron Sentinels","Favorability":20}]}},"Locations":{"Crossroads Market":{"Name":"Crossroads Market","Enemies":["Crossroads Brigand","Stoutheart Enforcer"]}},"Enemies":{"Crossroads Brigand":{"Name":"Crossroads Brigand","Loot":["Iron Longsword","Leather Armor","Travel Rations"]}},"Player":{"NPCRelations":[{"Target":"Fiora Goldleaf","Favorability":20},{"Target":"Captain Valeria Stone","Favorability":18}],"FactionRelations":[{"Target":"The Iron Sentinels","Favorability":15},{"Target":"Stoutheart Trading Co.","Favorability":20}]}};{"Quest":{"Name":"Guard the Caravan","Giver":"The Iron Sentinels","Actions":["goto Crossroads Market","defend Fiora Goldleaf"]}};"The Iron Sentinels have received word that brigands are planning to hit a valuable Stoutheart Trading Co. caravan traveling from Crossroads Market. As their allies the Sentinels want to provide extra security. They've tasked you with guarding the caravan master Fiora Goldleaf during the most dangerous leg of her journey.";"Wanderer your blade is needed. We've gotten word of a planned ambush on a Stoutheart caravan. Their gold greases a lot of wheels including ours. Head to the Crossroads Market and stick close to Fiora Goldleaf. Make sure her and her cargo arrive safe.";Guard entity
{"NPCs":{"Willow the Hermit":{"Name":"Willow the Hermit","Role":"Apothecary","CurrentLocation":"Whispering Caves","HomeLocation":"Ravenwood Forest","Faction":"The Verdant Circle","OwnedItems":{"Verdant Amulet":1,"Healing Salve":10,"Mire Herb":20},"Relations":[{"Target":"Varen the Wanderer","Favorability":45},{"Target":"The Verdant Circle","Favorability":50}]}},"Factions":{"The Verdant Circle":{"Name":"The Verdant Circle","DefaultLocation":"Ravenwood Forest","Relations":[{"Target":"Varen the Wanderer","Favorability":40}]}},"Locations":{"Whispering Caves":{"Name":"Whispering Caves","Enemies":["Whispering Caves Troll","Cave Bat","Rogue Automaton"]}},"Enemies":{"Whispering Caves Troll":{"Name":"Whispering Caves Troll","Loot":["Bear Pelt","Gold Crown","Iron Ingot"]}},"Player":{"NPCRelations":[{"Target":"Willow the Hermit","Favorability":45}],"FactionRelations":[{"Target":"The Verdant Circle","Favorability":40}]}};{"Quest":{"Name":"The Hermit's Vigil","Giver":"The Verdant Circle","Actions":["goto Whispering Caves","defend Willow the Hermit"]}};"Willow the Hermit is performing a delicate ritual in the depths of the Whispering Caves to commune with the ancient spirits of the earth. The Circle fears she may be vulnerable to the trolls and other creatures that lurk there. They've asked you to stand guard and ensure she is not disturbed.";"Willow seeks an audience with the Stone Whispers. Her mind will be elsewhere and her body vulnerable. The caves are not safe. Go to her and be her shield until the ritual is complete. Let nothing break her trance.";Guard entity
{"NPCs":{"Mortimer Cask":{"Name":"Mortimer Cask","Role":"Innkeeper","CurrentLocation":"The Gilded Tankard Inn","HomeLocation":"The Gilded Tankard Inn","Faction":"Stoutheart Trading Co.","OwnedItems":{"Stoutheart Brandy":30,"Travel Rations":20},"Relations":[{"Target":"Varen the Wanderer","Favorability":22},{"Target":"Stoutheart Trading Co.","Favorability":45}]}},"Factions":{"Stoutheart Trading Co.":{"Name":"Stoutheart Trading Co.","DefaultLocation":"Crossroads Market","Relations":[{"Target":"Varen the Wanderer","Favorability":20}]}},"Locations":{"The Gilded Tankard Inn":{"Name":"The Gilded Tankard Inn","Enemies":[]}},"Player":{"NPCRelations":[{"Target":"Mortimer Cask","Favorability":22}],"FactionRelations":[{"Target":"Stoutheart Trading Co.","Favorability":20}],"Location":"The Gilded Tankard Inn"}};{"Quest":{"Name":"Escort the Provisioner","Giver":"Stoutheart Trading Co.","Actions":["goto The Gilded Tankard Inn","defend Mortimer Cask"]}};"Mortimer Cask needs to travel from The Gilded Tankard Inn to a remote farmstead to negotiate a new supply of barley for the Stoutheart Brandy. The road is known for bandits and wild animals. The Trading Co. wants you to accompany him and ensure his safe return.";"Listen Mortimer is a good man with a nose for barley but he's no fighter. He's heading out to the old Weatherby farm to secure our next batch of grain. The roads are rough. Go with him keep the old dwarf safe and there's a warm meal and some coin waiting for you back here.";Guard entity
{"NPCs":{"Percival Rustblade":{"Name":"Percival Rustblade","Role":"Mercenary","CurrentLocation":"Ironhelm Keep","HomeLocation":"Ironhelm Keep","Faction":"The Iron Sentinels","Relations":[{"Target":"Varen the Wanderer","Favorability":-5},{"Target":"Jax the Rat","Favorability":25},{"Target":"Shadowmere Syndicate","Favorability":20}]},"Jax the Rat":{"Name":"Jax the Rat","Role":"Thief","CurrentLocation":"Shadowfen Swamp","HomeLocation":"Port Azure","Faction":"Shadowmere Syndicate","Relations":[{"Target":"Varen the Wanderer","Favorability":-35},{"Target":"Percival Rustblade","Favorability":25}]}},"Factions":{"Shadowmere Syndicate":{"Name":"Shadowmere Syndicate","Relations":[{"Target":"Varen the Wanderer","Favorability":-30}]}},"Locations":{"Shadowfen Swamp":{"Name":"Shadowfen Swamp"}},"Player":{"NPCRelations":[{"Target":"Percival Rustblade","Favorability":-5},{"Target":"Jax the Rat","Favorability":-35}],"FactionRelations":[{"Target":"Shadowmere Syndicate","Favorability":-30}]}};{"Quest":{"Name":"Rustblade's Grudge","Giver":"Percival Rustblade","Actions":["goto Shadowfen Swamp","damage Jax the Rat"]}};"Percival Rustblade has a personal score to settle with a rat of a halfling named Jax. Apparently Jax cheated him in a crooked card game and made off with a significant portion of Percival's pay. He can't leave his post to deal with it but he'd pay good coin for someone to knock Jax the Rat down a few pegs.";"See this? This is a black eye from that little weasel Jax. He cheated me blind and then had his Syndicate pals hold me down while he laughed. I want payback. Find him out in the swamp and give him a proper thrashing. Tell him it's from Rustblade.";Attack enemy
{"NPCs":{"Captain Valeria Stone":{"Name":"Captain Valeria Stone","Role":"GuardCaptain","CurrentLocation":"Ironhelm Keep","HomeLocation":"Ironhelm Keep","Faction":"The Iron Sentinels","Relations":[{"Target":"Varen the Wanderer","Favorability":18},{"Target":"The Iron Sentinels","Favorability":50},{"Target":"Shadowmere Syndicate","Favorability":-50}]}},"Factions":{"The Iron Sentinels":{"Name":"The Iron Sentinels","DefaultLocation":"Ironhelm Keep","Relations":[{"Target":"Varen the Wanderer","Favorability":15},{"Target":"Shadowmere Syndicate","Favorability":-50}]},"Shadowmere Syndicate":{"Name":"Shadowmere Syndicate","DefaultLocation":"Port Azure","Relations":[{"Target":"Varen the Wanderer","Favorability":-30},{"Target":"The Iron Sentinels","Favorability":-50}]}},"Locations":{"Port Azure":{"Name":"Port Azure","Enemies":["Port Azure Pirate","Syndicate Cutthroat"]}},"Enemies":{"Syndicate Cutthroat":{"Name":"Syndicate Cutthroat","Loot":["Steel Dagger","Shadowmere Coinpurse","Lockpick Set"],"NamePlural":"Syndicate Cutthroats"}},"Player":{"NPCRelations":[{"Target":"Captain Valeria Stone","Favorability":18}],"FactionRelations":[{"Target":"The Iron Sentinels","Favorability":15},{"Target":"Shadowmere Syndicate","Favorability":-30}]}};{"Quest":{"Name":"Disrupt the Syndicate","Giver":"Captain Valeria Stone","Actions":["goto Port Azure","damage Syndicate Cutthroat"]}};"The Iron Sentinels are trying to curb the Shadowmere Syndicate's growing influence in Port Azure. Captain Valeria wants you to head to the docks and aggressively persuade a few Syndicate Cutthroats that their presence is no longer welcome thereby disrupting their protection racket.";"The Syndicate thinks they can bleed this city dry. They've got their thugs on every corner in the port district. I need someone to go down there and show them the Sentinels still have teeth. Break a few of their bones and they might get the message.";Attack enemy
{"NPCs":{"Grizzle Gearspark":{"Name":"Grizzle Gearspark","Role":"Alchemist","CurrentLocation":"Emberstone Mines","HomeLocation":"Ironhelm Keep","Faction":"Stoutheart Trading Co.","Relations":[{"Target":"Varen the Wanderer","Favorability":10},{"Target":"Madame Zora","Favorability":-15}]},"Madame Zora":{"Name":"Madame Zora","Role":"Merchant","CurrentLocation":"Sunstone Citadel","HomeLocation":"Crossroads Market","Faction":"Arcane Conclave","Relations":[{"Target":"Varen the Wanderer","Favorability":5},{"Target":"Grizzle Gearspark","Favorability":-15}]}},"Factions":{"Arcane Conclave":{"Name":"Arcane Conclave","DefaultLocation":"Sunstone Citadel","Relations":[{"Target":"Varen the Wanderer","Favorability":35}]}},"Locations":{"Sunstone Citadel":{"Name":"Sunstone Citadel","Enemies":["Sunstone Skeleton","Arcane Wisp"]}},"Enemies":{"Arcane Wisp":{"Name":"Arcane Wisp","Loot":["Mana Elixir","Arcane Scroll"],"NamePlural":"Arcane Wisps"}},"Player":{"NPCRelations":[{"Target":"Grizzle Gearspark","Favorability":10}],"FactionRelations":[{"Target":"Arcane Conclave","Favorability":35}]}};{"Quest":{"Name":"Grizzle's Reagent","Giver":"Grizzle Gearspark","Actions":["goto Sunstone Citadel","damage Arcane Wisp"]}};"Grizzle Gearspark needs a fresh Wisp Core for an alchemical experiment but Madame Zora refuses to sell him any and the Archmage isn't interested in his theories. He's asked you to go to the Sunstone Citadel's outer ruins disperse a rogue Arcane Wisp and bring him the residual essence.";"Blasted mages! They hoard all the good magical reagents. I need a wisp core—the spark from one of those Arcane Wisps that haunt the old Citadel ruins. They won't sell me one so I need you to go... decommission one for me. For science of course!";Attack enemy
{"NPCs":{"Commander Darius":{"Name":"Commander Darius","Role":"GuardCaptain","CurrentLocation":"Ironhelm Keep","HomeLocation":"Ironhelm Keep","Faction":"The Iron Sentinels","Relations":[{"Target":"Varen the Wanderer","Favorability":10},{"Target":"The Iron Sentinels","Favorability":50},{"Target":"Shadowmere Syndicate","Favorability":-50}]},"Sera Quickfingers":{"Name":"Sera Quickfingers","Role":"Thief","CurrentLocation":"Port Azure","HomeLocation":"Port Azure","Faction":"Shadowmere Syndicate","OwnedItems":{"Shadowmere Coinpurse":3},"Relations":[{"Target":"Varen the Wanderer","Favorability":-25},{"Target":"The Iron Sentinels","Favorability":-50}]}},"Factions":{"The Iron Sentinels":{"Name":"The Iron Sentinels","Relations":[{"Target":"Varen the Wanderer","Favorability":15},{"Target":"Shadowmere Syndicate","Favorability":-50}]},"Shadowmere Syndicate":{"Name":"Shadowmere Syndicate","Relations":[{"Target":"Varen the Wanderer","Favorability":-30},{"Target":"The Iron Sentinels","Favorability":-50}]}},"Locations":{"Port Azure":{"Name":"Port Azure"},"Ironhelm Keep":{"Name":"Ironhelm Keep"}},"Items":{"Shadowmere Coinpurse":{"Name":"Shadowmere Coinpurse","Type":"Currency"}},"Player":{"NPCRelations":[{"Target":"Commander Darius","Favorability":10},{"Target":"Sera Quickfingers","Favorability":-25}],"FactionRelations":[{"Target":"The Iron Sentinels","Favorability":15},{"Target":"Shadowmere Syndicate","Favorability":-30}]}};{"Quest":{"Name":"The Syndicate's Secrets","Giver":"Commander Darius","Actions":["goto Port Azure","stealth Sera Quickfingers","take Shadowmere Coinpurse","goto Ironhelm Keep","give Shadowmere Coinpurse Commander Darius"]}};"Commander Darius believes a senior Syndicate member Sera Quickfingers carries a coded coinpurse that contains the locations of several Syndicate safehouses. He wants you to steal this specific coinpurse and bring it to him so the Sentinels can decipher the code and plan a raid.";"The Syndicate operates in the shadows but they leave a trail of coins. I've learned that the thief Sera Quickfingers carries a special purse with coded marks on the coins inside. It's a map to their safehouses. Steal that purse and bring it to me. Quietly.";Steal stuff
{"NPCs":{"Hugo Barrelbrow":{"Name":"Hugo Barrelbrow","Role":"Innkeeper","CurrentLocation":"The Gilded Tankard Inn","HomeLocation":"The Gilded Tankard Inn","Faction":"Stoutheart Trading Co.","OwnedItems":{"Stoutheart Brandy":20},"Relations":[{"Target":"Varen the Wanderer","Favorability":28},{"Target":"Mortimer Cask","Favorability":40}]},"Kaelen Stoutheart":{"Name":"Kaelen Stoutheart","Role":"Merchant","CurrentLocation":"Crossroads Market","HomeLocation":"Crossroads Market","Faction":"Stoutheart Trading Co.","OwnedItems":{"Stoutheart Brandy":5},"Relations":[{"Target":"Varen the Wanderer","Favorability":22}]}},"Factions":{"Stoutheart Trading Co.":{"Name":"Stoutheart Trading Co.","Relations":[{"Target":"Varen the Wanderer","Favorability":20}]}},"Locations":{"Crossroads Market":{"Name":"Crossroads Market"},"The Gilded Tankard Inn":{"Name":"The Gilded Tankard Inn"}},"Items":{"Stoutheart Brandy":{"Name":"Stoutheart Brandy","Type":"Food"}},"Player":{"NPCRelations":[{"Target":"Hugo Barrelbrow","Favorability":28},{"Target":"Kaelen Stoutheart","Favorability":22}]}};{"Quest":{"Name":"A Rare Vintage","Giver":"Hugo Barrelbrow","Actions":["goto Crossroads Market","stealth Kaelen Stoutheart","take Stoutheart Brandy","goto The Gilded Tankard Inn","give Stoutheart Brandy Hugo Barrelbrow"]}};"Hugo and Mortimer have a friendly rivalry with Kaelen about who has the best barrel of Stoutheart Brandy. Kaelen is rumored to have a private reserve that he brags about constantly but never shares. Hugo wants you to borrow a bottle from Kaelen's personal stash so they can finally judge it for themselves.";"That pompous Kaelen is always going on about his 'private reserve' brandy as if the rest of us are just brewing swill! I want to know what makes it so special. He keeps a few bottles in his office at the Crossroads Market. Think you could sneak in and... liberate one? For a proper tasting of course.";Steal stuff
{"NPCs":{"Seraphina Vex":{"Name":"Seraphina Vex","Role":"Thief","CurrentLocation":"Sunstone Citadel","HomeLocation":"Port Azure","Faction":"Arcane Conclave","Relations":[{"Target":"Varen the Wanderer","Favorability":-15},{"Target":"Shadowmere Syndicate","Favorability":30}]},"Aria Spellweaver":{"Name":"Aria Spellweaver","Role":"Wizard","CurrentLocation":"Sunstone Citadel","HomeLocation":"Sunstone Citadel","Faction":"Arcane Conclave","OwnedItems":{"Arcane Scroll":5,"Mana Elixir":6,"Enchanted Ring":2},"Relations":[{"Target":"Varen the Wanderer","Favorability":48}]}},"Factions":{"Arcane Conclave":{"Name":"Arcane Conclave","DefaultLocation":"Sunstone Citadel","Relations":[{"Target":"Varen the Wanderer","Favorability":35}]},"Shadowmere Syndicate":{"Name":"Shadowmere Syndicate","Relations":[{"Target":"Varen the Wanderer","Favorability":-30}]}},"Locations":{"Sunstone Citadel":{"Name":"Sunstone Citadel"},"Port Azure":{"Name":"Port Azure"}},"Items":{"Enchanted Ring":{"Name":"Enchanted Ring","Type":"Artifact"}},"Player":{"NPCRelations":[{"Target":"Seraphina Vex","Favorability":-15},{"Target":"Aria Spellweaver","Favorability":48}],"FactionRelations":[{"Target":"Arcane Conclave","Favorability":35},{"Target":"Shadowmere Syndicate","Favorability":-30}]}};{"Quest":{"Name":"Arcane Acquisition","Giver":"Seraphina Vex","Actions":["goto Sunstone Citadel","stealth Aria Spellweaver","take Enchanted Ring","goto Port Azure","give Enchanted Ring Seraphina Vex"]}};"Seraphina Vex has her eye on a particular enchanted ring worn by the wizard Aria Spellweaver. She claims the Conclave misappropriated it from a private collection years ago and wants it back. She's willing to pay well for someone with a light touch to retrieve it from Aria's quarters in Sunstone Citadel.";"I'm a collector of fine things Varen. Aria Spellweaver has a ring on her finger that belongs in a proper collection—mine. That Conclave snob never takes it off but you might find it on her nightstand while she's meditating. Get it for me. Quietly. And don't get caught.";Steal stuff
